Lactococcus data,,,,,
WT,,,Mutant,,
timestamp [s],elapsed time [h],Photometer output [V],timestamp [s],elapsed time [h],Photometer output [V]
3710023119,25.06666722,0.918363,3710445489,25.06666444,0.442092
3710023149,25.07500056,0.915982,3710445519,25.07499944,0.441497
3710023179,25.08333444,0.918363,3710445549,25.08333278,0.437925
3710023209,25.09166528,0.915982,3710445579,25.09166611,0.442092
3710023239,25.10000167,0.918958,3710445609,25.09999944,0.439116
3710023269,25.10833417,0.915386,3710445639,25.10833278,0.436734
3710023299,25.11666778,0.914791,3710445669,25.11666639,0.439116
3710023329,25.12499861,0.915386,3710445699,25.12499944,0.437925
3710023359,25.13333361,0.917172,3710445729,25.13333139,0.439116
3710023389,25.14166444,0.913005,3710445759,25.14166611,0.440306
3710023419,25.15000083,0.916577,3710445789,25.14999944,0.437925
3710023449,25.15833417,0.917172,3710445819,25.15833278,0.43733
3710023479,25.16666778,0.914791,3710445849,25.16666639,0.436734
3710023509,25.17500111,0.916577,3710445879,25.17499972,0.43733
3710023539,25.18333417,0.915982,3710445909,25.18333278,0.436734
3710023569,25.19166778,0.914196,3710445939,25.19166611,0.435543
3710023599,25.20000056,0.914791,3710445969,25.19999806,0.436139
3710023629,25.20833389,0.914791,3710445999,25.20833278,0.432567
3710023659,25.21666778,0.9136,3710446029,25.21666611,0.436139
3710023689,25.22499861,0.913005,3710446059,25.22499944,0.435543
3710023719,25.233335,0.91241,3710446089,25.23333278,0.436139
3710023749,25.24166639,0.917172,3710446119,25.24166611,0.435543
3710023779,25.25,0.914791,3710446149,25.24999944,0.435543
3710023809,25.25833194,0.914791,3710446179,25.25833111,0.434353
3710023839,25.2666675,0.911814,3710446209,25.26666639,0.435543
3710023869,25.27500139,0.916577,3710446239,25.27499944,0.43733
3710023899,25.28333222,0.913005,3710446269,25.28333306,0.431376
3710023929,25.2916675,0.9136,3710446299,25.29166611,0.433757
3710023959,25.30000056,0.910028,3710446329,25.29999944,0.433162
3710023989,25.30833333,0.908242,3710446359,25.30833306,0.432567
3710024019,25.3166675,0.909433,3710446389,25.31666611,0.431971
3710024049,25.32500028,0.911814,3710446419,25.32499944,0.433757
3710024079,25.33333444,0.910028,3710446449,25.33333222,0.431376
3710024109,25.34166694,0.9136,3710446479,25.34166417,0.432567
3710024139,25.35000083,0.908242,3710446509,25.34999861,0.433162
3710024169,25.35833444,0.9136,3710446539,25.35833444,0.431376
3710024199,25.36666889,0.910624,3710446569,25.36666472,0.431971
3710024229,25.37500028,0.910028,3710446599,25.37499944,0.433757
3710024259,25.38333333,0.911219,3710446629,25.38333222,0.431971
3710024289,25.39166722,0.910028,3710446659,25.39166611,0.430185
3710024319,25.40000056,0.915982,3710446689,25.39999806,0.431376
3710024349,25.40833444,0.910624,3710446719,25.40833278,0.431971
3710024379,25.4166675,0.910028,3710446749,25.41666611,0.431376
3710024409,25.42499833,0.91241,3710446779,25.42499917,0.428995
3710024439,25.43333361,0.908838,3710446809,25.43333167,0.428995
3710024469,25.4416675,0.907647,3710446839,25.44166611,0.433757
3710024499,25.45000111,0.911219,3710446869,25.44999778,0.430781
3710024529,25.45833417,0.9136,3710446899,25.45833278,0.440902
3710024559,25.46666861,0.908838,3710446929,25.46666611,0.436734
3710024589,25.47499833,0.910028,3710446959,25.47499944,0.439116
3710024619,25.48333417,0.910624,3710446989,25.4833325,0.43852
3710024649,25.49166722,0.913005,3710447019,25.49166639,0.439711
3710024679,25.50000056,0.913005,3710447049,25.49999917,0.435543
3710024709,25.50833417,0.909433,3710447079,25.50833278,0.437925
3710024739,25.51666778,0.910028,3710447109,25.51666639,0.436139
3710024769,25.52500028,0.907647,3710447139,25.52499917,0.437925
3710024799,25.53333444,0.908242,3710447169,25.53333139,0.439116
3710024829,25.5416675,0.908838,3710447199,25.54166639,0.433757
3710024859,25.55000056,0.908838,3710447229,25.54999806,0.436139
3710024889,25.55833333,0.908242,3710447259,25.55833306,0.436139
3710024919,25.56666667,0.907052,3710447289,25.56666472,0.437925
3710024949,25.57500083,0.908242,3710447319,25.57499944,0.434948
3710024979,25.58333444,0.909433,3710447349,25.58333306,0.436139
3710025009,25.5916675,0.910028,3710447379,25.59166611,0.433162
3710025039,25.59999833,0.908838,3710447409,25.59999861,0.434353
3710025069,25.60833417,0.908838,3710447439,25.6083325,0.433162
3710025099,25.6166675,0.907052,3710447469,25.61666611,0.436139
3710025129,25.62500111,0.907647,3710447499,25.62499778,0.431971
3710025159,25.63333333,0.910624,3710447529,25.63333306,0.431971
3710025189,25.64166778,0.904075,3710447559,25.64166611,0.434948
3710025219,25.65000194,0.905861,3710447589,25.64999944,0.434948
3710025249,25.65833361,0.906456,3710447619,25.65833306,0.432567
3710025279,25.66666778,0.908242,3710447649,25.66666444,0.434353
3710025309,25.67500111,0.906456,3710447679,25.67499778,0.431376
3710025339,25.68333444,0.905861,3710447709,25.68333278,0.432567
3710025369,25.6916675,0.906456,3710447739,25.69166639,0.434353
3710025399,25.70000056,0.907647,3710447769,25.69999972,0.433757
3710025429,25.70833444,0.907052,3710447799,25.70833306,0.433757
3710025459,25.71666722,0.905861,3710447829,25.71666611,0.436139
3710025489,25.72500083,0.907052,3710447859,25.72499972,0.436139
3710025519,25.733335,0.907647,3710447889,25.73333278,0.434353
3710025549,25.74166778,0.905861,3710447919,25.74166611,0.430781
3710025579,25.75000083,0.90467,3710447949,25.74999944,0.430185
3710025609,25.75833417,0.905266,3710447979,25.75833111,0.428995
3710025639,25.76666778,0.90348,3710448009,25.76666583,0.430185
3710025669,25.77500056,0.90467,3710448039,25.77499944,0.430185
3710025699,25.78333417,0.90348,3710448069,25.78333278,0.431971
3710025729,25.79166861,0.905861,3710448099,25.79166583,0.428995
3710025759,25.80000083,0.904075,3710448129,25.79999889,0.427209
3710025789,25.80833333,0.905266,3710448159,25.80833167,0.428995
3710025819,25.8166675,0.905861,3710448189,25.81666611,0.431376
3710025849,25.82502472,0.907647,3710448219,25.82499917,0.428399
3710025879,25.83333222,0.90348,3710448249,25.83333111,0.431971
3710025909,25.84166806,0.908838,3710448279,25.84166472,0.42959
3710025939,25.85000556,0.907052,3710448309,25.84999972,0.428995
3710025969,25.85833167,0.902289,3710448339,25.85833111,0.430185
3710025999,25.866665,0.90467,3710448369,25.86666583,0.428399
3710026029,25.87499861,0.90467,3710448399,25.8749975,0.420065
3710026059,25.88333444,0.90348,3710448429,25.88333167,0.420065
3710026089,25.89166778,0.905266,3710448459,25.89166611,0.414707
3710026119,25.90000111,0.902884,3710448489,25.89999806,0.419469
3710026149,25.90833306,0.902289,3710448519,25.90833278,0.421851
3710026179,25.91666528,0.902289,3710448549,25.91667361,0.418279
3710026209,25.92500056,0.907052,3710448579,25.92499944,0.420065
3710026239,25.93333361,0.90467,3710448609,25.93333306,0.418279
3710026269,25.94166806,0.905861,3710448639,25.94166611,0.418279
3710026299,25.95000111,0.905861,3710448669,25.94999917,0.419469
3710026329,25.95833194,0.907647,3710448699,25.95833333,0.421255
3710026359,25.96666778,0.905861,3710448729,25.96666444,0.418874
3710026389,25.97500056,0.906456,3710448759,25.97499972,0.415302
3710026419,25.98333389,0.907647,3710448789,25.98333194,0.414111
3710026449,25.9916675,0.90467,3710448819,25.99166611,0.418874
3710026479,26.00000111,0.901694,3710448849,25.99999917,0.417683
3710026509,26.00833333,0.905266,3710448879,26.00833278,0.417088
3710026539,26.01666778,0.902884,3710448909,26.01666611,0.417088
3710026569,26.02500083,0.906456,3710448939,26.02499944,0.418279
3710026599,26.03333417,0.902884,3710448969,26.03333278,0.42066
3710026629,26.0416675,0.90467,3710448999,26.04166583,0.418874
3710026659,26.05000111,0.904075,3710449029,26.04999778,0.417088
3710026689,26.05833444,0.906456,3710449059,26.05833278,0.419469
3710026719,26.06666528,0.905861,3710449089,26.06666611,0.417088
3710026749,26.07500111,0.90348,3710449119,26.07499944,0.418874
3710026779,26.08333333,0.905861,3710449149,26.08333278,0.416493
3710026809,26.09166556,0.90348,3710449179,26.09166444,0.418279
3710026839,26.09999833,0.904075,3710449209,26.09999972,0.415897
3710026869,26.10833472,0.90348,3710449239,26.10833306,0.414707
3710026899,26.11666778,0.905861,3710449269,26.11666639,0.417088
3710026929,26.12499944,0.90348,3710449299,26.12499889,0.416493
3710026959,26.13333444,0.905861,3710449329,26.13333111,0.415897
3710026989,26.141665,0.902289,3710449359,26.14166611,0.414707
3710027019,26.15000111,0.902884,3710449389,26.14999972,0.412921
3710027049,26.15833444,0.904075,3710449419,26.15833306,0.418874
3710027079,26.1666675,0.904075,3710449449,26.16666611,0.418279
3710027109,26.17500111,0.90348,3710449479,26.17499972,0.414707
3710027139,26.18333417,0.904075,3710449509,26.18333306,0.414707
3710027169,26.191665,0.90348,3710449539,26.19166611,0.417088
3710027199,26.20000083,0.90467,3710449569,26.19999944,0.415897
3710027229,26.20833417,0.905266,3710449599,26.20833278,0.416493
3710027259,26.21666694,0.905266,3710449629,26.21666639,0.415897
3710027289,26.225,0.902884,3710449659,26.225,0.415302
3710027319,26.23333389,0.904075,3710449689,26.23333194,0.415302
3710027349,26.2416675,0.902884,3710449719,26.24166444,0.414111
3710027379,26.25000056,0.904075,3710449749,26.24999944,0.418279
3710027409,26.25833417,0.90348,3710449779,26.25833194,0.417088
3710027439,26.2666675,0.905861,3710449809,26.26666444,0.416493
3710027469,26.275,0.906456,3710449839,26.27499917,0.412325
3710027499,26.28333417,0.905266,3710449869,26.28333278,0.414707
3710027529,26.29166806,0.902884,3710449899,26.29166611,0.416493
3710027559,26.30000111,0.906456,3710449929,26.29999778,0.414111
3710027589,26.30833417,0.90467,3710449959,26.30833278,0.416493
3710027619,26.3166675,0.904075,3710449989,26.31666611,0.415897
3710027649,26.32500111,0.902884,3710450019,26.32499972,0.417088
3710027679,26.33333417,0.907052,3710450049,26.33333278,0.414111
3710027709,26.34166639,0.902884,3710450079,26.34166639,0.415302
3710027739,26.35000083,0.901098,3710450109,26.34999917,0.415302
3710027769,26.35833444,0.904075,3710450139,26.35833306,0.414707
3710027799,26.36666806,0.90467,3710450169,26.36666444,0.415302
3710027829,26.37500111,0.90467,3710450199,26.37499972,0.418279
3710027859,26.38333389,0.901694,3710450229,26.38333306,0.415302
3710027889,26.39166778,0.900503,3710450259,26.39166444,0.415302
3710027919,26.4,0.90467,3710450289,26.39999944,0.413516
3710027949,26.40833417,0.902289,3710450319,26.40833139,0.414707
3710027979,26.41666528,0.901694,3710450349,26.41666639,0.412921
3710028009,26.42500111,0.90467,3710450379,26.42499944,0.416493
3710028039,26.43333389,0.90348,3710450409,26.4333325,0.417088
3710028069,26.441665,0.902289,3710450439,26.44166583,0.417683
3710028099,26.45000111,0.902884,3710450469,26.44999917,0.414707
3710028129,26.45833333,0.902884,3710450499,26.45833278,0.415302
3710028159,26.46666556,0.90348,3710450529,26.46666444,0.414111
3710028189,26.47500083,0.901694,3710450559,26.47499944,0.41173
3710028219,26.48333361,0.902884,3710450589,26.48333278,0.413516
3710028249,26.49166778,0.90467,3710450619,26.49166444,0.413516
3710028279,26.50000056,0.90348,3710450649,26.49999917,0.414111
3710028309,26.50833472,0.90348,3710450679,26.5083325,0.414111
3710028339,26.51666722,0.902289,3710450709,26.51666583,0.416493
3710028369,26.52500111,0.902289,3710450739,26.52499917,0.414111
3710028399,26.53333417,0.90348,3710450769,26.53333111,0.414111
3710028429,26.54166639,0.90348,3710450799,26.54166583,0.413516
3710028459,26.54999833,0.902884,3710450829,26.54999944,0.41173
3710028489,26.55833444,0.905266,3710450859,26.55833278,0.412325
3710028519,26.56666528,0.905266,3710450889,26.56666639,0.413516
3710028549,26.575,0.905861,3710450919,26.57499972,0.417683
3710028579,26.5833325,0.90348,3710450949,26.58333139,0.414707
3710028609,26.59166639,0.90467,3710450979,26.59166639,0.412921
3710028639,26.60000139,0.902289,3710451009,26.59999917,0.412325
3710028669,26.60833417,0.90348,3710451039,26.60833278,0.412325
3710028699,26.61666583,0.90348,3710451069,26.61666611,0.412921
3710028729,26.62500111,0.902884,3710451099,26.625,0.414707
3710028759,26.63333417,0.904075,3710451129,26.63333306,0.412921
3710028789,26.64166806,0.906456,3710451159,26.64166583,0.413516
3710028819,26.65000056,0.90467,3710451189,26.64999944,0.412921
3710028849,26.65833139,0.905861,3710451219,26.6583325,0.414707
3710028879,26.66666722,0.905266,3710451249,26.66666611,0.412921
3710028909,26.67500028,0.90348,3710451279,26.67499972,0.414111
3710028939,26.68333444,0.905861,3710451309,26.68333111,0.410539
3710028969,26.6916675,0.906456,3710451339,26.69166611,0.412325
3710028999,26.70000083,0.901694,3710451369,26.69999889,0.418874
3710029029,26.70833417,0.90348,3710451399,26.70833278,0.414707
3710029059,26.71666778,0.907052,3710451429,26.71666444,0.414707
3710029089,26.725,0.905861,3710451459,26.72499944,0.414707
3710029119,26.73333417,0.904075,3710451489,26.73333278,0.409944
3710029149,26.74166528,0.904075,3710451519,26.74166611,0.412921
3710029179,26.75000083,0.902289,3710451549,26.74999972,0.412325
3710029209,26.75833361,0.90348,3710451579,26.75833306,0.412921
3710029239,26.7666675,0.906456,3710451609,26.76666889,0.413516
3710029269,26.775,0.90348,3710451639,26.77499917,0.412921
3710029299,26.78333417,0.905266,3710451669,26.78333111,0.414707
3710029329,26.79166778,0.904075,3710451699,26.79166611,0.411135
3710029359,26.80000028,0.904075,3710451729,26.79999944,0.412325
3710029389,26.80833417,0.904075,3710451759,26.8083325,0.413516
3710029419,26.81666778,0.90467,3710451789,26.81666444,0.411135
3710029449,26.82500111,0.904075,3710451819,26.82499778,0.415302
3710029479,26.83333361,0.905266,3710451849,26.8333325,0.410539
3710029509,26.84166722,0.902884,3710451879,26.84166583,0.409944
3710029539,26.85000083,0.905266,3710451909,26.84999944,0.412325
3710029569,26.85833194,0.908838,3710451939,26.85833111,0.412921
3710029599,26.86666778,0.905861,3710451969,26.86666611,0.414111
3710029629,26.87500222,0.905861,3710451999,26.87499889,0.422446
3710029659,26.88333444,0.906456,3710452029,26.88333222,0.421851
3710029689,26.89166778,0.905861,3710452059,26.89166472,0.423041
3710029719,26.89999833,0.906456,3710452089,26.9,0.421851
3710029749,26.90833444,0.906456,3710452119,26.90833278,0.423637
3710029779,26.9166675,0.905266,3710452149,26.91666528,0.423637
3710029809,26.92500111,0.908838,3710452179,26.92499889,0.413516
3710029839,26.93333444,0.908242,3710452209,26.93333194,0.412325
3710029869,26.94166556,0.906456,3710452239,26.94166472,0.413516
3710029899,26.95000056,0.908838,3710452269,26.94999972,0.415302
3710029929,26.95833361,0.907647,3710452299,26.95833306,0.414111
3710029959,26.966665,0.907647,3710452329,26.96666611,0.411135
3710029989,26.97500111,0.910028,3710452359,26.97499944,0.413516
3710030019,26.98333361,0.909433,3710452389,26.98333278,0.412921
3710030049,26.9916675,0.905861,3710452419,26.99166611,0.414707
3710030079,27.00000083,0.907647,3710452449,26.99999972,0.41173
3710030109,27.00833444,0.907647,3710452479,27.00833111,0.412325
3710030139,27.0166675,0.907647,3710452509,27.01666806,0.412325
3710030169,27.02500083,0.907052,3710452539,27.02499972,0.41173
3710030199,27.03333389,0.906456,3710452569,27.0333325,0.411135
3710030229,27.04166722,0.907647,3710452599,27.04166611,0.410539
3710030259,27.05000056,0.908838,3710452629,27.04999806,0.410539
3710030289,27.05833389,0.910624,3710452659,27.05833417,0.409944
3710030319,27.0666675,0.909433,3710452689,27.06666444,0.411135
3710030349,27.075005,0.907052,3710452719,27.07499944,0.411135
3710030379,27.08333417,0.910028,3710452749,27.08333278,0.413516
3710030409,27.09166722,0.908242,3710452779,27.09166611,0.411135
3710030439,27.10000083,0.91241,3710452809,27.09999944,0.41173
3710030469,27.10833389,0.909433,3710452839,27.10833306,0.412325
3710030499,27.11666722,0.911814,3710452869,27.11666611,0.411135
3710030529,27.12500111,0.908838,3710452899,27.12499806,0.412325
3710030559,27.13333583,0.908242,3710452929,27.13333278,0.412921
3710030589,27.14166778,0.909433,3710452959,27.14166472,0.412325
3710030619,27.15000083,0.911814,3710452989,27.14999944,0.411135
3710030649,27.15833417,0.905861,3710453019,27.15833278,0.410539
3710030679,27.1666675,0.911814,3710453049,27.16666639,0.412921
3710030709,27.17500111,0.908838,3710453079,27.17499944,0.41173
3710030739,27.18333333,0.908242,3710453109,27.18333278,0.411135
3710030769,27.1916675,0.910028,3710453139,27.19166639,0.416493
3710030799,27.20000111,0.908838,3710453169,27.19999917,0.409349
3710030829,27.20833444,0.908838,3710453199,27.20833139,0.410539
3710030859,27.2166675,0.907647,3710453229,27.21666639,0.41173
3710030889,27.22500111,0.907647,3710453259,27.22499917,0.413516
3710030919,27.23333417,0.908838,3710453289,27.23333306,0.409944
3710030949,27.24166722,0.909433,3710453319,27.24166611,0.410539
3710030979,27.25,0.908838,3710453349,27.24999944,0.410539
3710031009,27.25833444,0.907647,3710453379,27.25833306,0.412921
